"Date","Price","Open","High","Low","Vol.","Change %"
"30/01/2014","1389.6","1364.9","1396.9","1348","11.25M","1.05%"
"29/01/2014","1375.1","1355.2","1410.4","1318.9","13.20M","5.73%"
"28/01/2014","1300.6","1283.6","1320.4","1279.4","5.83M","1.82%"
"27/01/2014","1277.3","1290.9","1310.2","1274.9","5.55M","-1.53%"
"24/01/2014","1297.2","1336.9","1345.1","1290.4","7.41M","-2.93%"
"23/01/2014","1336.4","1305.4","1362.5","1303.9","5.88M","1.03%"
"22/01/2014","1322.8","1321.9","1343.6","1313.6","3.86M","0.77%"
"21/01/2014","1312.7","1347.5","1347.5","1301.5","6.37M","-2.65%"
"20/01/2014","1348.5","1335.9","1368.8","1325.2","4.41M","0.15%"
"17/01/2014","1346.5","1353.3","1390.6","1343.6","8.87M","-0.47%"
"16/01/2014","1352.8","1289.9","1355.2","1281.2","8.00M","4.88%"
"15/01/2014","1289.9","1238.1","1290.6","1233.8","7.30M","5.55%"
"14/01/2014","1222.1","1219.7","1230.9","1210","3.39M","-0.83%"
"13/01/2014","1232.3","1216.3","1240.1","1210","2.71M","1.88%"
"10/01/2014","1209.6","1190.2","1226.5","1186.8","4.05M","1.88%"
"09/01/2014","1187.3","1220.2","1222.6","1182","3.30M","-2.85%"
"08/01/2014","1222.1","1225.5","1239.8","1217.3","4.49M","-1.10%"
"07/01/2014","1235.7","1239.1","1249.2","1219.7","3.28M","0.12%"
"06/01/2014","1234.2","1249.2","1258.4","1230.9","4.65M","-1.70%"
"03/01/2014","1255.5","1247.8","1259.9","1234.2","2.12M","0.38%"
"02/01/2014","1250.7","1277.8","1277.8","1241.5","3.80M","-2.12%"
"31/12/2013","1277.8","1288.5","1289.9","1273.5","1.03M","-1.38%"
"30/12/2013","1295.7","1271.1","1303.2","1269.1","2.99M","2.22%"
"27/12/2013","1267.6","1229.9","1269.1","1229.9","2.29M","2.66%"
"24/12/2013","1234.7","1228","1245.4","1226","737.84K","0.82%"
"23/12/2013","1224.6","1227.5","1242","1221.2","4.07M","0.32%"
"20/12/2013","1220.7","1234.2","1239.6","1203.3","8.67M","-1.71%"
"19/12/2013","1242","1244.9","1253.1","1206.2","5.36M","0.43%"
"18/12/2013","1236.7","1237.1","1248.7","1231.3","2.57M","-0.27%"
"17/12/2013","1240.1","1241","1252.6","1221.7","3.23M","-0.97%"
"16/12/2013","1252.2","1214.4","1252.2","1196.5","3.18M","1.90%"
"13/12/2013","1228.9","1230.9","1239.8","1208.8","3.98M","-0.43%"
"12/12/2013","1234.2","1243.4","1267.6","1225","4.83M","-1.44%"
"11/12/2013","1252.2","1267.2","1277.8","1246.3","2.34M","-1.70%"
"10/12/2013","1273.9","1274.4","1287","1270.1","2.70M","-0.65%"
"09/12/2013","1282.2","1282.6","1288","1263.3","2.96M","-0.03%"
"06/12/2013","1282.6","1267.2","1291.4","1258.9","3.86M","1.14%"
"05/12/2013","1268.1","1260.9","1298.1","1251.7","4.36M","-0.12%"
"04/12/2013","1269.6","1261.4","1278.3","1250.2","3.39M","0.81%"
"03/12/2013","1259.4","1306.8","1306.8","1226","4.56M","0.62%"
"02/12/2013","1251.7","1303.5","1308.8","1250.1","3.37M","-4.15%"
"29/11/2013","1305.9","1330.1","1337.3","1303","2.96M","-1.89%"
"28/11/2013","1331","1302.5","1340.2","1293.8","3.65M","2.72%"
"27/11/2013","1295.7","1289.4","1317","1286","4.28M","0.30%"
"26/11/2013","1291.8","1326.2","1335.4","1291.4","4.48M","-2.70%"
"25/11/2013","1327.7","1342.7","1346.1","1323.3","1.66M","-0.61%"
